"","pop","fun","family","temp","rep","date","stage","num","count","per","per_arc","fail","fail_arc","per_arc_pi","per_log"
"2369","MX","pev_cerato","Cerato","RT",2369,"D124",1,130,61,46.9230769230769,0.754609479036479,53.0769230769231,0.816186847758417,43.235938329356,3.86959716132592
"2370","MX","pev_cerato","Cerato","RT",2370,"D124",1,110,28,25.4545454545455,0.528831700212322,74.5454545454545,1.04196462658258,30.2998244948936,3.27542799437312
"2371","MX","pev_cerato","Cerato","GC",2371,"D124",1,300,33,11,0.338065254780331,89,1.23273107201457,19.3697122989278,2.484906649788
"2372","MX","pev_cerato","Cerato","GC",2372,"D124",1,0,0,0,0,100,1.5707963267949,0,0
"2373","MX","pev_cerato","Cerato","GC",2373,"D124",1,204,41,20.0980392156863,0.464871976114935,79.9019607843137,1.10592435067996,26.6352022452922,3.0491801079974
"2374","MX","pev_cerato","Cerato","GC",2374,"D124",1,236,33,13.9830508474576,0.383252708775082,86.0169491525424,1.18754361801981,21.9587626997686,2.70691961873192
"2375","MX","pev_cerato","Cerato","GC",2375,"D124",1,310,51,16.4516129032258,0.417641585596547,83.5483870967742,1.15315474119835,23.9291002038339,2.85943207436134
"2376","MX","pev_cerato","Cerato","GC",2376,"D124",1,102,16,15.6862745098039,0.407220895330221,84.3137254901961,1.16357543146468,23.3320386319603,2.81458649584905
"2377","MX","pev_cerato","Cerato","GC",2377,"D124",1,91,23,25.2747252747253,0.526765262128521,74.7252747252747,1.04403106466638,30.1814263140668,3.26860746094147
"2378","MX","pev_cerato","Cerato","GC",2378,"D124",1,94,34,36.1702127659575,0.645273246179178,63.8297872340425,0.925523080615718,36.9714336387731,3.615507708424
"2379","MX","pev_cerato","Cerato","GC",2379,"D124",1,218,39,17.8899082568807,0.436714527815965,82.1100917431193,1.13408179897893,25.0218992959034,2.93862782479865
"2380","MX","pev_cerato","Cerato","GC",2380,"D124",1,116,17,14.6551724137931,0.392847714287742,85.3448275862069,1.17794861250715,22.5085160200488,2.75080136805487
"2381","MX","Control","Control","RT",2381,"D124",1,0,0,0,0,100,1.5707963267949,0,0
"2382","MX","Control","Control","RT",2382,"D124",1,0,0,0,0,100,1.5707963267949,0,0
"2383","MX","Control","Control","RT",2383,"D124",1,119,13,10.9243697478992,0.336854850789542,89.0756302521008,1.23394147600535,19.3003612587498,2.47858418404851
"2384","MX","Control","Control","RT",2384,"D124",1,87,23,26.4367816091954,0.540036280146529,73.5632183908046,1.03076004664837,30.9417996363407,3.31188450768425
